Android-Image-Cropper_monthly.csv, 8.222,1.081,17.0,11.333,1.846,1.111
AndroidPicker_monthly.csv, 2.333,0.977,3.0,2.5,2.7,3.125
AngleSharp_monthly.csv, 2.889,6.675,16.667,11.889,2.591,3.495
BackstopJS_monthly.csv, 0.667,0.692,1.111,1.37,1.367,0.838
CotEditor_monthly.csv, 0.333,0.17,0.613,0.629,0.11,0.11
Dexie.js_monthly.csv, 8.0,7.145,6.0,4.0,2.35,3.786
EIPs_monthly.csv, 0.083,0.211,0.406,0.708,0.418,0.418
EarlGrey_monthly.csv, 1.0,0.677,1.0,0.667,0.062,0.571
HTextView_monthly.csv, 1.333,0.068,0.0,0.0,0.075,0.125
HackingWithSwift_monthly.csv, 0.524,0.605,0.286,0.476,0.333,0.333
ImageOptim-CLI_monthly.csv, 0.333,0.295,0.333,0.111,0.152,0.0
KSCrash_monthly.csv, 2.333,2.176,1.5,1.833,0.021,0.021
LayoutKit_monthly.csv, 0.667,0.26,9.0,1.333,0.037,0.037
LeafPic_monthly.csv, 4.333,1.292,0.0,0.667,0.0,0.167
SCLAlertView-Swift_monthly.csv, 0.333,1.953,1.0,0.333,0.156,0.407
SCRecorder_monthly.csv, 0.833,2.231,0.5,0.5,0.0,1.125
Solve-App-Store-Review-Problem_monthly.csv, 3.333,0.918,8.0,1.0,0.531,0.5
Squirrel.Windows_monthly.csv, 0.333,0.225,0.667,0.333,0.09,0.179
TheAmazingAudioEngine_monthly.csv, 0.0,0.024,2.5,1.0,0.189,0.071
TranslationPlugin_monthly.csv, 1.222,0.226,0.762,1.476,0.158,1.429
XcodeGen_monthly.csv, 3.143,7.043,0.143,2.095,0.429,2.333
XposedBridge_monthly.csv, 0.0,0.861,0.75,0.5,0.037,0.037
abrash-black-book_monthly.csv, 1.0,0.804,4.0,0.741,0.083,0.083
absinthe_monthly.csv, 10.0,11.692,14.0,34.667,5.643,5.818
aeron_monthly.csv, 25.167,16.947,28.125,21.0,18.504,14.071
alasql_monthly.csv, 1.222,0.232,0.667,1.333,0.12,0.067
android-advancedrecyclerview_monthly.csv, 0.741,0.134,0.0,0.037,0.125,0.123
android-maps-utils_monthly.csv, 0.444,0.384,0.333,0.222,0.207,0.0
angular-seed_monthly.csv, 2.667,7.689,0.333,0.889,0.667,0.417
aws-vault_monthly.csv, 0.357,0.679,0.964,0.56,0.013,0.143
bisq_monthly.csv, 10.333,16.867,1.571,5.048,4.09,2.857
bootstrap-tagsinput_monthly.csv, 2.033,0.6,3.7,2.8,0.013,0.714
bosun_monthly.csv, 0.25,3.022,0.0,0.0,1.419,0.75
brave-browser_monthly.csv, 0.424,1.445,3.545,0.152,0.085,0.026
cachecloud_monthly.csv, 1.778,0.015,9.0,9.0,1.267,1.267
caprine_monthly.csv, 0.333,0.246,0.375,0.083,0.009,0.025
cfssl_monthly.csv, 0.333,0.726,0.5,0.5,0.125,0.125
chromedeveditor_monthly.csv, 17.667,32.574,0.0,16.0,0.0,0.0
ckeditor5_monthly.csv, 3.467,4.883,0.6,1.533,0.077,0.556
clappr_monthly.csv, 1.5,9.313,0.5,1.0,0.854,0.406
community-edition_monthly.csv, 0.222,3.346,0.333,0.556,0.0,0.0
core_monthly.csv, 0.758,1.854,2.727,1.303,0.555,0.555
cowrie_monthly.csv, 7.833,6.146,1.625,1.733,1.524,1.524
cpprestsdk_monthly.csv, 4.083,1.619,0.25,0.083,0.029,0.25
cssicon_monthly.csv, 0.0,0.136,0.0,19.667,2.938,0.031
ctf-wiki_monthly.csv, 5.444,7.479,3.333,4.889,1.593,1.974
